sistema,region,provincia,municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado,mes,year
AUTORIZACIONES,REGION 0,MONTE PLATA,ESPERALVILLO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,261,8,144240.24,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,ESPERALVILLO,Hemoterapia,Sangre Total,8,6,14000,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Atencion Ambulatoria,Consulta medica nivel 2,14,13,4264,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Atencion Ambulatoria,Consulta medica nivel 3,5,4,1522,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Cirugia,Neumologia,5,1,11886,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,3,2,2940,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,4,3,2310,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,40,4,4731,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1,1,775,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),3,1,5926,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,2,2,11099,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,GONZALO(DM),Hemoterapia,Sangre Total,6,2,6250,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Atencion Ambulatoria,Consulta medica nivel 2,61,47,18422,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Atencion Ambulatoria,Consulta medica nivel 3,6,6,1800,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Emergencia,Emergencia,1,1,300,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Cirugia,Cirugia General,1,1,2750,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Cirugia,Cirugias Ginecologicas,2,1,3520,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Cirugia,Cirugias Oftalmologicas,18,3,20780.86,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Cirugia,Cirugias Ortopedicas,5,1,20886,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,19,17,6693,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,15,12,7950,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,134,16,16342.8,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,8,6,17079,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,12,10,7329,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,2,8400,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,1,4926,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,8,1,170379,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,1,1,2450,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,35,2,13761,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,LOS BOTADOS(DM),Hemoterapia,Sangre Total,3,2,5250,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,CHIRINO (DM),Atencion Ambulatoria,Consulta medica nivel 2,3,3,844,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,CHIRINO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1,1,470,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,CHIRINO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,15,1,1969,Enero,2018
AUTORIZACIONES,REGION 0,MONTE PLATA,CHIRINO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,1,4026,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atencion Ambulatoria,Consulta medica nivel 2,4599,3546,1268530,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atencion Ambulatoria,Consulta medica nivel 3,470,406,143988,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Emergencia,Emergencia,336,274,91310.13,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Hospitalizacion,Hospitalizacion general y especialidades basicas,1682,123,1663263.81,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugia General,291,82,1175054.06,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Cardiovasculares,9,1,132100,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Dermatologicas,36,17,67252,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Endocrinologicas,6,2,17167,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Gastricas,1,1,2510,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Ginecologicas,172,47,428351.57,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Oftalmologicas,701,151,2268552.39,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Ortopedicas,230,32,1412412.25,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Otorrinolaringologicas,24,14,117779.58,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Pediatricas,8,2,16805,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Urologicas,45,7,169212,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Cirugias Vasculares,1,1,406700,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Hematologia,5,3,4466,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Neumologia,22,3,72590,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Cirugia,Neurocirugias,25,8,319204.98,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,984,789,497437,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1156,961,739804.8,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,19451,2134,2097907.28,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,495,390,670276,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,708,635,422907,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),90,70,332552,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),298,130,567470,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,87,16,4310061.55,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,261,14,569777.75,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,57,17,1384102.55,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Cirugia Escoliosis,47,2,353592,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,1,1,9047.2,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,552,34,381804,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,4,4,246700,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,2,2,132888.73,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,1564,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,11093,400,11390098.63,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,16,3,13017.73,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,21,3,655842.89,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Rehabilitacion,Terapias Rehabilitacion,9,3,1701,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Hemoterapia,Derivados de la Sangre,5,2,4400,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO ESTE,Hemoterapia,Sangre Total,158,106,268540,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atencion Ambulatoria,Consulta medica nivel 2,1776,1373,499110,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atencion Ambulatoria,Consulta medica nivel 3,614,557,183754,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Emergencia,Emergencia,304,257,86160,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Hospitalizacion,Hospitalizacion general y especialidades basicas,1392,62,770520.63,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugia General,136,32,642718.33,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Cardiovasculares,2,2,77478.75,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Dermatologicas,4,3,5395,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Endocrinologicas,1,1,3421,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Gastricas,1,1,5000,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Ginecologicas,69,14,169462.32,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Menores,2,2,978.94,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Oftalmologicas,155,35,487172.88,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Ortopedicas,125,15,689136.03,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Otorrinolaringologicas,4,3,35079.3,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Pediatricas,1,1,5002,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Cirugias Urologicas,3,2,5573.7,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Hematologia,5,3,9142,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Neumologia,3,1,6272.5,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Cirugia,Neurocirugias,21,4,218989.11,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,478,369,275626,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,703,581,433171,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,9520,913,1180608.34,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,351,285,401948,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,411,375,219207,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),33,22,116166,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),146,64,272972,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,58,5,1768774,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,330,20,627783,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,65,9,791082.1,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,912,44,699852.75,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,4,2,94200,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,1,1,76591.18,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,1954,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,4312,180,4779057.35,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,3,1,31950,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,62,1,420007,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Rehabilitacion,Terapias Rehabilitacion,2,1,378,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Hemoterapia,Derivados de la Sangre,3,2,3550,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO OESTE,Hemoterapia,Sangre Total,90,53,149190,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atencion Ambulatoria,Consulta medica nivel 2,3751,2932,1043990,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atencion Ambulatoria,Consulta medica nivel 3,548,491,164582,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Emergencia,Emergencia,780,678,227510,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Hospitalizacion,Hospitalizacion general y especialidades basicas,1824,92,1107934.32,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugia General,200,48,847988.36,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Cardiovasculares,7,2,7727.5,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Dermatologicas,20,11,22760,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Gastricas,1,1,10600,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Ginecologicas,155,33,355714.43,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Menores,12,8,105884.82,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Oftalmologicas,376,85,1173956.65,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Ortopedicas,195,20,1062920.08,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Otorrinolaringologicas,4,4,30011.86,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Urologicas,38,8,142977,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Cirugias Vasculares,7,1,171771.69,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Hematologia,3,2,4922,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Neumologia,4,2,5040,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Cirugia,Neurocirugias,17,5,1219971.09,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,940,777,402433.7,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1050,874,697558,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,14514,1613,1664271.59,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,484,383,538523.5,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,571,523,350087.25,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),163,125,610351,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),250,113,498257,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,16,5,741162.5,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,470,14,879643.67,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,45,10,310050.88,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Cirugia Escoliosis,17,1,210587.9,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Espondiolistesis Total,20,1,197000,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,295,24,218657.68,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,2,2,52200,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,5,5,345296.58,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,2,2,14960,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),3,3,27694.8,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,2502,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,7941,299,9654198.94,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,117,4,135504.99,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,11,1,275878.89,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Rehabilitacion,Terapias Rehabilitacion,1,1,189,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Hemoterapia,Derivados de la Sangre,6,3,5400,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,SANTO DOMINGO NORTE,Hemoterapia,Sangre Total,140,92,239960,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,BOCA CHICA,Atencion Ambulatoria,Consulta medica nivel 2,726,576,199524,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,BOCA CHICA,Atencion Ambulatoria,Consulta medica nivel 3,63,53,19648,Enero,2018
AUTORIZACIONES,REGION 0,SANTO DOMINGO,BOCA CHICA,Emergencia,Emergencia,29,27,7800,Enero,2018
