,Region,time,subgrupo,cantidadServiciosTotal,poblacionTotal,valorTotal,gastoPerCapitaTotal,valorPct,gastoPerCapitaPct
205,REGION 0,2017-08-01,Desconocido,786419,240010,312677842.01199985,12669930.734219676,0.20549941942331185,0.6120301886378497
206,REGION 0,2017-08-01,Dialisis Peritoneal,786419,240010,312677842.01199985,12669930.734219676,0.0757891887941664,1.2123191769718862
207,REGION 0,2017-08-01,Ecografias,786419,240010,312677842.01199985,12669930.734219676,2.454962149094466,0.1387290145851215
208,REGION 0,2017-08-01,Emergencia,786419,240010,312677842.01199985,12669930.734219676,4.416468772184384,0.11358040158202368
209,REGION 0,2017-08-01,Extraccion  dentaria,786419,240010,312677842.01199985,12669930.734219676,0.00022387259535107558,0.005524892082554168
210,REGION 0,2017-08-01,Hematologia,786419,240010,312677842.01199985,12669930.734219676,0.014399165514987825,0.19213601487379628
211,REGION 0,2017-08-01,Hemodialisis Renal,786419,240010,312677842.01199985,12669930.734219676,2.743618334064992,3.6143460682362862
212,REGION 0,2017-08-01,Hospitalizacion general y especialidades basicas,786419,240010,312677842.01199985,12669930.734219676,13.876618669491398,2.375722488412061
213,REGION 0,2017-08-01,Laboratorios,786419,240010,312677842.01199985,12669930.734219676,9.7383596368915,0.21235100799402207
214,REGION 0,2017-08-01,Neumologia,786419,240010,312677842.01199985,12669930.734219676,0.1218089607978627,1.104238487633896
215,REGION 0,2017-08-01,Neurocirugias,786419,240010,312677842.01199985,12669930.734219676,0.6071466969914494,6.104166744407867
216,REGION 0,2017-08-01,Otros Medios Dx,786419,240010,312677842.01199985,12669930.734219676,2.9427953355411947,0.30444677774232776
217,REGION 0,2017-08-01,Rayos X,786419,240010,312677842.01199985,12669930.734219676,1.7005219256297472,0.14506932334087672
218,REGION 0,2017-08-01,Reemplazo Articular Cadera,786419,240010,312677842.01199985,12669930.734219676,0.7753603531352751,6.906795824081312
219,REGION 0,2017-08-01,Reemplazo Articular Hombro,786419,240010,312677842.01199985,12669930.734219676,0.05574912788137708,1.372858097244466
220,REGION 0,2017-08-01,Reemplazo Articular Rodilla,786419,240010,312677842.01199985,12669930.734219676,0.8438262055994175,4.045554308877352
221,REGION 0,2017-08-01,Resonancia Nuclear Magnetica (RNM),786419,240010,312677842.01199985,12669930.734219676,2.003406074345234,1.2603820399429069
222,REGION 0,2017-08-01,Sangre Total,786419,240010,312677842.01199985,12669930.734219676,0.5750548195004473,0.37388897723903797
223,REGION 0,2017-08-01,Terapias Rehabilitacion,786419,240010,312677842.01199985,12669930.734219676,1.8706966769252291,0.3363524193860564
224,REGION 0,2017-08-01,Tomografia Axial Computarizada (TAC),786419,240010,312677842.01199985,12669930.734219676,2.1548750773780183,0.8898930614958219
225,REGION 0,2017-08-01,Trasplante Renal,786419,240010,312677842.01199985,12669930.734219676,0.007208697570304634,0.17790152505824422
226,REGION 0,2017-08-01,Trasplante de Cornea,786419,240010,312677842.01199985,12669930.734219676,0.01939044660467919,0.299487154239261
227,REGION 0,2017-08-01,Tratamiento a Politraumatismo (Trauma Mayor),786419,240010,312677842.01199985,12669930.734219676,0.14893946337973238,1.279420140141273
228,REGION 0,2017-08-01,Tratamiento a Quemaduras Graves (3er Grado),786419,240010,312677842.01199985,12669930.734219676,0.017017617768373204,0.2528716270994928
229,REGION 0,2017-08-01,Tratamiento de la Gingivitis,786419,240010,312677842.01199985,12669930.734219676,0.0018985003739958595,0.04685258447362462
230,REGION 0,2017-08-01,Tratamiento de la Osteomielitis,786419,240010,312677842.01199985,12669930.734219676,0.003597252023879688,0.07796163378637724
231,REGION 0,2017-08-01,Tratamiento del Cancer Adultos,786419,240010,312677842.01199985,12669930.734219676,16.659945938222517,4.518600103621652
232,REGION 0,2017-08-01,Tratamiento del Cancer Pediatricos,786419,240010,312677842.01199985,12669930.734219676,0.22000615572036586,1.3561885860248957
233,REGION 0,2017-08-01,Valvuloplastia Mitral,786419,240010,312677842.01199985,12669930.734219676,0.13910163803142406,2.011494816713346
234,REGION 0,2018-08-01,Angiosplastia,773500,216866,323658312.755,15232038.99447962,3.567862234621876,19.664137308989748
235,REGION 0,2018-08-01,Aparatos y Protesis,773500,216866,323658312.755,15232038.99447962,0.1333201969469063,0.06168992307789131
236,REGION 0,2018-08-01,Atencion de Prematuros,773500,216866,323658312.755,15232038.99447962,0.5173747047453615,1.3254613929868573
237,REGION 0,2018-08-01,Atencion de partos normal,773500,216866,323658312.755,15232038.99447962,1.6358543381543993,0.6593482378584994
238,REGION 0,2018-08-01,Atencion de partos por Cesarea,773500,216866,323658312.755,15232038.99447962,3.7640775533616537,1.1569509444145631
239,REGION 0,2018-08-01,Atencion en Unidad de Cuidados Intensivos,773500,216866,323658312.755,15232038.99447962,1.3197630839883356,2.4003177179163546
240,REGION 0,2018-08-01,Biopsias,773500,216866,323658312.755,15232038.99447962,1.6642286564959508,0.1707824596897766
241,REGION 0,2018-08-01,Cirugia General,773500,216866,323658312.755,15232038.99447962,3.293351939354858,2.5977397507490294
242,REGION 0,2018-08-01,Cirugia de Corazon Abierto para By Pass,773500,216866,323658312.755,15232038.99447962,2.3813386668162853,6.0633454358295396
243,REGION 0,2018-08-01,Cirugias Cardiovasculares,773500,216866,323658312.755,15232038.99447962,0.15059236571159887,3.1966318506436737
244,REGION 0,2018-08-01,Cirugias Dermatologicas,773500,216866,323658312.755,15232038.99447962,0.27170750922924203,0.3034606365209422
245,REGION 0,2018-08-01,Cirugias Endocrinologicas,773500,216866,323658312.755,15232038.99447962,0.009349813926425256,0.16715720074789536
246,REGION 0,2018-08-01,Cirugias Gastricas,773500,216866,323658312.755,15232038.99447962,0.04996031111439512,0.6631614839611584
247,REGION 0,2018-08-01,Cirugias Ginecologicas,773500,216866,323658312.755,15232038.99447962,1.292645336184206,1.083760719267604
248,REGION 0,2018-08-01,Cirugias Menores,773500,216866,323658312.755,15232038.99447962,0.09389215973267333,0.09434242011282627
249,REGION 0,2018-08-01,Cirugias Oftalmologicas,773500,216866,323658312.755,15232038.99447962,3.6142445532844696,2.7748953712860014
250,REGION 0,2018-08-01,Cirugias Ortopedicas,773500,216866,323658312.755,15232038.99447962,3.305204791108748,6.471406086420159
251,REGION 0,2018-08-01,Cirugias Otorrinolaringologicas,773500,216866,323658312.755,15232038.99447962,0.3864339801297684,0.6411352562257889
252,REGION 0,2018-08-01,Cirugias Pediatricas,773500,216866,323658312.755,15232038.99447962,0.1642325220926335,0.2163127924860216
253,REGION 0,2018-08-01,Cirugias Urologicas,773500,216866,323658312.755,15232038.99447962,0.2089826286995469,0.6226223734549481
254,REGION 0,2018-08-01,Cirugias Vasculares,773500,216866,323658312.755,15232038.99447962,0.15305769710756398,2.916792720165879
255,REGION 0,2018-08-01,Columna: Cirugia Escoliosis,773500,216866,323658312.755,15232038.99447962,0.3931670313573127,5.0531714562024215
256,REGION 0,2018-08-01,Columna: Espondiolistesis Total,773500,216866,323658312.755,15232038.99447962,0.05239392078533299,0.8441984690730044
257,REGION 0,2018-08-01,Consulta medica nivel 2,773500,216866,323658312.755,15232038.99447962,7.646952673430957,0.07891246901005912
258,REGION 0,2018-08-01,Consulta medica nivel 3,773500,216866,323658312.755,15232038.99447962,0.3773547447627335,0.038337765043594034
259,REGION 0,2018-08-01,Derivados de la Sangre,773500,216866,323658312.755,15232038.99447962,0.021346585975778456,0.12800790683887306
260,REGION 0,2018-08-01,Desconocido,773500,216866,323658312.755,15232038.99447962,0.7318905823355546,0.3794065517869548
261,REGION 0,2018-08-01,"Detec., control de placa Bacteriana y enseNanza higiene bucal",773500,216866,323658312.755,15232038.99447962,0.00011815855948352807,0.002510694727991439
262,REGION 0,2018-08-01,Dialisis Peritoneal,773500,216866,323658312.755,15232038.99447962,0.0897160334082951,0.6404155523894078
263,REGION 0,2018-08-01,Ecografias,773500,216866,323658312.755,15232038.99447962,2.5508968979423963,0.11693193749430775
264,REGION 0,2018-08-01,Emergencia,773500,216866,323658312.755,15232038.99447962,0.3959391585193274,0.035816974263685526
265,REGION 0,2018-08-01,Extraccion  dentaria,773500,216866,323658312.755,15232038.99447962,7.047246772637586e-05,0.0014974357673497565
266,REGION 0,2018-08-01,Hematologia,773500,216866,323658312.755,15232038.99447962,0.005215994564236385,0.060024793813314124
267,REGION 0,2018-08-01,Hemodialisis Renal,773500,216866,323658312.755,15232038.99447962,2.8376728444952053,3.726542880901176
268,REGION 0,2018-08-01,Hospitalizacion general y especialidades basicas,773500,216866,323658312.755,15232038.99447962,13.105761257585593,2.089884137320916
269,REGION 0,2018-08-01,Laboratorios,773500,216866,323658312.755,15232038.99447962,10.777964138497486,0.18700780509036227
270,REGION 0,2018-08-01,Neumologia,773500,216866,323658312.755,15232038.99447962,0.10175437707645044,0.6375940726843948
271,REGION 0,2018-08-01,Neurocirugias,773500,216866,323658312.755,15232038.99447962,0.6890067000034283,7.026684488852808
272,REGION 0,2018-08-01,Otros Medios Dx,773500,216866,323658312.755,15232038.99447962,2.9943841755537552,0.25757886940474034
273,REGION 0,2018-08-01,Rayos X,773500,216866,323658312.755,15232038.99447962,1.703302767994435,0.12107327671321635
274,REGION 0,2018-08-01,Reemplazo Articular Cadera,773500,216866,323658312.755,15232038.99447962,0.3675300534920754,2.418093865394436
275,REGION 0,2018-08-01,Reemplazo Articular Hombro,773500,216866,323658312.755,15232038.99447962,0.0002521177327577829,0.002402829983120745
276,REGION 0,2018-08-01,Reemplazo Articular Rodilla,773500,216866,323658312.755,15232038.99447962,0.5941779723284093,2.753213793505866
277,REGION 0,2018-08-01,Resonancia Nuclear Magnetica (RNM),773500,216866,323658312.755,15232038.99447962,2.314239537443887,0.9605023954219012
278,REGION 0,2018-08-01,Sangre Total,773500,216866,323658312.755,15232038.99447962,0.672283489794713,0.3030431022666905
279,REGION 0,2018-08-01,Terapias Rehabilitacion,773500,216866,323658312.755,15232038.99447962,1.4436863864939664,0.4841031600699088
280,REGION 0,2018-08-01,Tomografia Axial Computarizada (TAC),773500,216866,323658312.755,15232038.99447962,2.3594870575070765,0.6156267235181329
281,REGION 0,2018-08-01,Trasplante Renal,773500,216866,323658312.755,15232038.99447962,0.3090645166766373,6.567164122692518
282,REGION 0,2018-08-01,Trasplante de Cornea,773500,216866,323658312.755,15232038.99447962,0.004437272096536979,0.0942854729114396
283,REGION 0,2018-08-01,Tratamiento a Politraumatismo (Trauma Mayor),773500,216866,323658312.755,15232038.99447962,0.021465538582533045,0.2687709221431473
284,REGION 0,2018-08-01,Tratamiento a Quemaduras Graves (3er Grado),773500,216866,323658312.755,15232038.99447962,0.003774041796122939,0.051911960065659866
285,REGION 0,2018-08-01,Tratamiento de la Osteomielitis,773500,216866,323658312.755,15232038.99447962,0.00021277995122013469,0.0015224980718868148
286,REGION 0,2018-08-01,Tratamiento del Cancer Adultos,773500,216866,323658312.755,15232038.99447962,18.694384675298377,3.90367974876816
287,REGION 0,2018-08-01,Tratamiento del Cancer Pediatricos,773500,216866,323658312.755,15232038.99447962,0.2523854379165427,1.826807652195183
288,REGION 0,2018-08-01,Valvuloplastia Mitral,773500,216866,323658312.755,15232038.99447962,0.5102355647667474,5.071822132808246
289,REGION 0,2018-12-01,Consulta medica nivel 2,4166,3449,1100326.0,392.54457722076495,99.88185319623457,81.60152339039833
290,REGION 0,2018-12-01,Programa Ampliado de Inmunizacion (PAI),4166,3449,1100326.0,392.54457722076495,0.11814680376542952,18.39847660960168
291,REGION 0,2017-12-01,Angiosplastia,540645,172491,230527239.08000004,11601034.707595075,5.133683671061991,21.065348793626413
292,REGION 0,2017-12-01,Aparatos y Protesis,540645,172491,230527239.08000004,11601034.707595075,0.5009946263223166,0.375075627171422
293,REGION 0,2017-12-01,Aplicacion de Cariostaticos,540645,172491,230527239.08000004,11601034.707595075,0.00020764574369186943,0.002627007053090504
294,REGION 0,2017-12-01,Atencion de Prematuros,540645,172491,230527239.08000004,11601034.707595075,0.3355078094400782,0.9668936802260848
295,REGION 0,2017-12-01,Atencion de partos normal,540645,172491,230527239.08000004,11601034.707595075,2.0640472071713667,0.8293226890956353
296,REGION 0,2017-12-01,Atencion de partos por Cesarea,540645,172491,230527239.08000004,11601034.707595075,4.732434853919392,1.6900571722751685
297,REGION 0,2017-12-01,Atencion en Unidad de Cuidados Intensivos,540645,172491,230527239.08000004,11601034.707595075,0.9022852910142092,2.3788874692426165
298,REGION 0,2017-12-01,Biopsias,540645,172491,230527239.08000004,11601034.707595075,1.4561839604711753,0.18100543010162126
299,REGION 0,2017-12-01,Cirugia General,540645,172491,230527239.08000004,11601034.707595075,2.0641451023272284,2.0479845266466103
300,REGION 0,2017-12-01,Cirugia de Corazon Abierto para By Pass,540645,172491,230527239.08000004,11601034.707595075,2.4105082818744865,7.337309674774826
301,REGION 0,2017-12-01,Cirugias Cardiovasculares,540645,172491,230527239.08000004,11601034.707595075,0.0015616375810368725,0.03103171476284885
302,REGION 0,2017-12-01,Cirugias Dermatologicas,540645,172491,230527239.08000004,11601034.707595075,0.2403329611767629,0.2906987964485397
303,REGION 0,2017-12-01,Cirugias Endocrinologicas,540645,172491,230527239.08000004,11601034.707595075,0.0007808187905184363,0.008619920767458012
304,REGION 0,2017-12-01,Cirugias Gastricas,540645,172491,230527239.08000004,11601034.707595075,0.04780877541406417,0.2674086776043356
305,REGION 0,2017-12-01,Cirugias Ginecologicas,540645,172491,230527239.08000004,11601034.707595075,1.4544928522899647,1.224592697019968
306,REGION 0,2017-12-01,Cirugias Menores,540645,172491,230527239.08000004,11601034.707595075,0.07036265243419235,0.1110350225731731
307,REGION 0,2017-12-01,Cirugias Oftalmologicas,540645,172491,230527239.08000004,11601034.707595075,2.487283456342515,2.727351880007016
308,REGION 0,2017-12-01,Cirugias Ortopedicas,540645,172491,230527239.08000004,11601034.707595075,2.459881523168763,4.310433670411086
309,REGION 0,2017-12-01,Cirugias Otorrinolaringologicas,540645,172491,230527239.08000004,11601034.707595075,0.2512878878486761,0.5393961175299203
310,REGION 0,2017-12-01,Cirugias Pediatricas,540645,172491,230527239.08000004,11601034.707595075,0.15348344577935674,0.3015096904321436
311,REGION 0,2017-12-01,Cirugias Urologicas,540645,172491,230527239.08000004,11601034.707595075,0.16001752394734836,0.5390127211115768
312,REGION 0,2017-12-01,Cirugias Vasculares,540645,172491,230527239.08000004,11601034.707595075,0.03058271997763085,0.3912136673776207
313,REGION 0,2017-12-01,Columna: Cirugia Escoliosis,540645,172491,230527239.08000004,11601034.707595075,0.2826256032042701,5.616128357701153
314,REGION 0,2017-12-01,Columna: Espondiolistesis Total,540645,172491,230527239.08000004,11601034.707595075,0.2925588241509078,5.813514026972604
315,REGION 0,2017-12-01,Consulta medica nivel 2,540645,172491,230527239.08000004,11601034.707595075,7.199059020630855,0.10266210381080318
316,REGION 0,2017-12-01,Consulta medica nivel 3,540645,172491,230527239.08000004,11601034.707595075,0.4644596466226848,0.04874531031222321
317,REGION 0,2017-12-01,"Consulta, diagnostico, fichado y plan de tratamiento",540645,172491,230527239.08000004,11601034.707595075,0.000200614036695034,0.003986454757326308
318,REGION 0,2017-12-01,Derivados de la Sangre,540645,172491,230527239.08000004,11601034.707595075,0.012549493116499088,0.12325050044003714
319,REGION 0,2017-12-01,Desconocido,540645,172491,230527239.08000004,11601034.707595075,0.8819372097257671,0.22988870141015386
320,REGION 0,2017-12-01,"Detec., control de placa Bacteriana y enseNanza higiene bucal",540645,172491,230527239.08000004,11601034.707595075,5.424521653018357e-05,0.0010779210919706246
321,REGION 0,2017-12-01,Dialisis Peritoneal,540645,172491,230527239.08000004,11601034.707595075,0.07553901252405525,0.9232452337193578
322,REGION 0,2017-12-01,Ecografias,540645,172491,230527239.08000004,11601034.707595075,2.3900927421804257,0.15025424397855525
323,REGION 0,2017-12-01,Emergencia,540645,172491,230527239.08000004,11601034.707595075,5.3329901702998335,0.11833989280900305
324,REGION 0,2017-12-01,Extraccion  dentaria,540645,172491,230527239.08000004,11601034.707595075,6.506823254320302e-05,0.001292988115118702
325,REGION 0,2017-12-01,Extraccion de cuerpo extraNo,540645,172491,230527239.08000004,11601034.707595075,0.00108013266021717,0.01192422372831692
326,REGION 0,2017-12-01,Hematologia,540645,172491,230527239.08000004,11601034.707595075,0.010371008690952652,0.10101397816691797
