municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado
BANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1412,1229,750859.0
BANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,2198,1931,1187350.95
BANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,29056,4535,2810008.4000000004
BANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,1338,1026,1619567.0
BANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1993,1789,809558.0
BANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),309,254,1037693.0
BANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),490,317,891877.0
BANI,Atencion Ambulatoria,Consulta medica nivel 2,10962,8966,2743780.0
BANI,Atencion Ambulatoria,Consulta medica nivel 3,471,413,145878.0
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,34,6,1283415.45
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,154,9,116520.39
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,515,42,1587879.8699999999
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,43,15,746754.51
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Cirugia Escoliosis,29,2,286406.0
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,1,1,1000.0
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,719,56,549378.21
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,2,1,105320.0
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),5,5,9363.0
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,2246.0
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,9257,323,9839143.44
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,38,6,45411.0
BANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,11,1,409436.0
BANI,Cirugia,Cirugia General,536,148,1391041.47
BANI,Cirugia,Cirugias Cardiovasculares,1,1,200.0
BANI,Cirugia,Cirugias Dermatologicas,165,65,89539.43999999999
BANI,Cirugia,Cirugias Endocrinologicas,2,2,6842.0
BANI,Cirugia,Cirugias Gastricas,4,4,10922.029999999999
BANI,Cirugia,Cirugias Ginecologicas,329,146,567082.0800000001
BANI,Cirugia,Cirugias Menores,185,97,177797.36
BANI,Cirugia,Cirugias Oftalmologicas,674,155,2168706.45
BANI,Cirugia,Cirugias Ortopedicas,171,44,514491.85
BANI,Cirugia,Cirugias Otorrinolaringologicas,87,29,359795.54000000004
BANI,Cirugia,Cirugias Pediatricas,24,7,24299.0
BANI,Cirugia,Cirugias Urologicas,33,15,83859.45
BANI,Cirugia,Cirugias Vasculares,2,1,3765.0
BANI,Cirugia,Hematologia,2,1,4220.0
BANI,Cirugia,Neumologia,13,3,25369.0
BANI,Cirugia,Neurocirugias,12,3,138393.0
BANI,Cirugia,Reumatologia,1,1,300.0
BANI,Desconocido,Desconocido,862,232,555550.0
BANI,Emergencia,Emergencia,3828,3014,1055263.0
BANI,Hemoterapia,Derivados de la Sangre,17,12,9210.0
BANI,Hemoterapia,Sangre Total,492,436,310805.0
BANI,Hospitalizacion,Hospitalizacion general y especialidades basicas,9184,906,3191112.630000001
BANI,Partos,Atencion de partos normal,700,106,369605.63
BANI,Partos,Atencion de partos por Cesarea,1027,111,711565.895
BANI,Rehabilitacion,Aparatos y Protesis,147,133,125215.70999999999
BANI,Rehabilitacion,Terapias Rehabilitacion,1461,357,719015.0
BANI,Servicios Odontologicos,Tratamiento de la Gingivitis,1,1,1.0
BANICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,13,9,13001.0
BANICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,47,43,24361.199999999997
BANICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1263,169,113144.9
BANICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,30,28,39664.0
BANICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,36,31,9578.0
BANICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),5,4,17000.0
BANICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),18,15,30901.0
BANICA,Atencion Ambulatoria,Consulta medica nivel 2,256,188,56140.0
BANICA,Atencion Ambulatoria,Consulta medica nivel 3,23,20,6866.0
BANICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,250625.71
BANICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1,1,9165.88
BANICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,97,6,34986.0
BANICA,Cirugia,Cirugia General,1,1,200.0
BANICA,Cirugia,Cirugias Cardiovasculares,1,1,200.0
BANICA,Cirugia,Cirugias Dermatologicas,2,1,2845.0
BANICA,Cirugia,Cirugias Ginecologicas,6,5,7333.0
BANICA,Cirugia,Cirugias Menores,2,1,2259.47
BANICA,Cirugia,Cirugias Oftalmologicas,16,4,44551.44
BANICA,Desconocido,Desconocido,70,15,44460.0
BANICA,Emergencia,Emergencia,229,156,58146.0
BANICA,Hemoterapia,Derivados de la Sangre,1,1,70.0
BANICA,Hemoterapia,Sangre Total,11,9,7490.0
BANICA,Hospitalizacion,Hospitalizacion general y especialidades basicas,348,28,131414.48
BANICA,Partos,Atencion de partos normal,22,5,22861.44
BANICA,Partos,Atencion de partos por Cesarea,31,5,45797.45
BANICA,Rehabilitacion,Aparatos y Protesis,1,1,8071.42
BANICA,Rehabilitacion,Terapias Rehabilitacion,56,12,19848.0
BAYAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,414,321,239641.0
BAYAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1362,1157,368883.80000000005
BAYAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,14357,2351,1213754.6
BAYAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,615,553,382642.0
BAYAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,679,606,205260.0
BAYAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),68,55,229070.0
BAYAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),238,170,389873.0
BAYAGUANA,Atencion Ambulatoria,Consulta medica nivel 2,5972,4563,1287164.0
BAYAGUANA,Atencion Ambulatoria,Consulta medica nivel 3,97,84,29648.0
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,6,1,485871.0
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,178,7,119598.12
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,122,15,125439.2
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,21000.0
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,511,19,267028.16
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante Renal,1,1,61.0
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480.0
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),4,4,14519.0
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,61.0
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,979,63,1957544.67
BAYAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,1,1,180.0
BAYAGUANA,Cirugia,Cirugia General,216,107,265158.62
BAYAGUANA,Cirugia,Cirugias Dermatologicas,31,12,15125.289999999999
BAYAGUANA,Cirugia,Cirugias Ginecologicas,164,61,172507.22
BAYAGUANA,Cirugia,Cirugias Menores,59,55,35410.44
BAYAGUANA,Cirugia,Cirugias Oftalmologicas,183,45,666513.8899999999
BAYAGUANA,Cirugia,Cirugias Ortopedicas,77,12,387882.78
BAYAGUANA,Cirugia,Cirugias Otorrinolaringologicas,6,5,3950.0
BAYAGUANA,Cirugia,Cirugias Pediatricas,9,5,11816.42
BAYAGUANA,Cirugia,Cirugias Urologicas,16,8,61370.0
BAYAGUANA,Cirugia,Neumologia,3,2,3075.0
BAYAGUANA,Cirugia,Neurocirugias,4,2,22835.75
BAYAGUANA,Desconocido,Desconocido,100,30,111322.5
BAYAGUANA,Emergencia,Emergencia,2697,1751,668974.0
BAYAGUANA,Hemoterapia,Derivados de la Sangre,5,5,1180.0
BAYAGUANA,Hemoterapia,Sangre Total,67,59,47900.0
BAYAGUANA,Hospitalizacion,Hospitalizacion general y especialidades basicas,4506,292,1857755.3599999999
BAYAGUANA,Partos,Atencion de partos normal,240,45,204895.91999999998
BAYAGUANA,Partos,Atencion de partos por Cesarea,251,36,323537.48
BAYAGUANA,Rehabilitacion,Aparatos y Protesis,13,11,8731.36
BAYAGUANA,Rehabilitacion,Terapias Rehabilitacion,699,125,266085.0
BAYAGUANA,Servicios Odontologicos,Aplicacion de Cariostaticos,1,1,55.0
BLANCO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,41,32,16209.0
BLANCO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,51,44,22442.45
BLANCO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,727,141,67436.0
BLANCO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,25,25,27545.0
BLANCO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,74,66,17341.0
BLANCO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),5,5,21000.0
BLANCO(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),14,6,19054.0
BLANCO(DM),Atencion Ambulatoria,Consulta medica nivel 2,205,156,42532.0
BLANCO(DM),Atencion Ambulatoria,Consulta medica nivel 3,62,45,12500.0
BLANCO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,15,2,11946.0
BLANCO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,225000.0
BLANCO(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,184,17,396666.21
BLANCO(DM),Cirugia,Cirugia General,7,4,6969.0
BLANCO(DM),Cirugia,Cirugias Ginecologicas,7,3,9063.970000000001
BLANCO(DM),Cirugia,Cirugias Menores,1,1,489.47
BLANCO(DM),Cirugia,Cirugias Oftalmologicas,4,1,2252.92
BLANCO(DM),Cirugia,Cirugias Ortopedicas,1,1,600.0
BLANCO(DM),Cirugia,Cirugias Urologicas,1,1,5002.0
BLANCO(DM),Desconocido,Desconocido,12,2,7680.0
BLANCO(DM),Emergencia,Emergencia,57,36,13790.0
BLANCO(DM),Hemoterapia,Derivados de la Sangre,1,1,70.0
BLANCO(DM),Hemoterapia,Sangre Total,2,2,140.0
BLANCO(DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,408,25,140807.21000000002
BLANCO(DM),Partos,Atencion de partos normal,1,1,1378.0
BLANCO(DM),Partos,Atencion de partos por Cesarea,9,3,15918.11
BLANCO(DM),Rehabilitacion,Terapias Rehabilitacion,42,5,20400.0
BLANCO(DM),Servicios Odontologicos,Aplicacion de Cariostaticos,1,1,43.55
BLANCO(DM),Servicios Odontologicos,Tratamiento de la Osteomielitis,1,1,1947.29
BOCA CHICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1364,1040,635773.0
BOCA CHICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,2337,1935,777900.25
BOCA CHICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,33351,4321,3320535.0300000003
BOCA CHICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,980,810,994698.75
BOCA CHICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1577,1366,570023.5
BOCA CHICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),173,135,584476.0
BOCA CHICA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),503,336,872997.0
BOCA CHICA,Atencion Ambulatoria,Consulta medica nivel 2,11235,8554,2540376.0
BOCA CHICA,Atencion Ambulatoria,Consulta medica nivel 3,383,335,112142.0
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,18,5,1441149.25
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,170,13,163676.35
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,182,27,299376.45999999996
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,37,5,289116.1
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,947,43,747744.22
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,5,3,195746.98
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,1,1,7480.0
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),4,4,5636.0
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,4528,167,4319404.640000001
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,26,6,23149.08
BOCA CHICA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,1,1,144000.0
BOCA CHICA,Cirugia,Cirugia General,294,93,830864.565
BOCA CHICA,Cirugia,Cirugias Cardiovasculares,3,3,1613.1
BOCA CHICA,Cirugia,Cirugias Dermatologicas,137,46,107821.03
BOCA CHICA,Cirugia,Cirugias Gastricas,10,6,23420.78
BOCA CHICA,Cirugia,Cirugias Ginecologicas,318,103,548763.855
BOCA CHICA,Cirugia,Cirugias Menores,37,24,41549.36
BOCA CHICA,Cirugia,Cirugias Oftalmologicas,367,79,1211238.94
BOCA CHICA,Cirugia,Cirugias Ortopedicas,106,30,465631.11
BOCA CHICA,Cirugia,Cirugias Otorrinolaringologicas,40,17,99932.65
BOCA CHICA,Cirugia,Cirugias Pediatricas,18,12,15807.55
BOCA CHICA,Cirugia,Cirugias Urologicas,42,28,31149.440000000002
BOCA CHICA,Cirugia,Cirugias Vasculares,8,2,447688.01
BOCA CHICA,Cirugia,Neumologia,21,4,8578.21
BOCA CHICA,Cirugia,Neurocirugias,9,3,792678.99
BOCA CHICA,Desconocido,Desconocido,158,39,104775.0
BOCA CHICA,Emergencia,Emergencia,3426,1751,768588.0
BOCA CHICA,Hemoterapia,Derivados de la Sangre,15,14,2710.0
BOCA CHICA,Hemoterapia,Sangre Total,201,169,162290.0
BOCA CHICA,Hospitalizacion,Hospitalizacion general y especialidades basicas,7914,425,3519159.1500000004
BOCA CHICA,Partos,Atencion de partos normal,575,81,494073.32
BOCA CHICA,Partos,Atencion de partos por Cesarea,659,71,763337.2
BOCA CHICA,Rehabilitacion,Aparatos y Protesis,53,45,7950.0
BOCA CHICA,Rehabilitacion,Terapias Rehabilitacion,847,188,293630.0
BOCA CHICA,Servicios Odontologicos,"Detec., control de placa Bacteriana y ensenanza higiene bucal",2,2,4049.42
BOCA CHICA,Servicios Odontologicos,Extraccion de cuerpo extraNo,1,1,415.0
BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,16,14,7278.0
BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,36,29,13765.5
BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,333,57,29639.0
BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,9,9,14300.0
BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,29,26,8523.0
BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),4,2,14000.0
BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),3,3,4460.0
BOCA DE YUMA,Atencion Ambulatoria,Consulta medica nivel 2,176,132,41070.0
BOCA DE YUMA,Atencion Ambulatoria,Consulta medica nivel 3,3,1,900.0
BOCA DE YUMA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,77260.86
BOCA DE YUMA,Cirugia,Cirugia General,1,1,200.0
BOCA DE YUMA,Cirugia,Cirugias Ginecologicas,3,2,6724.2
BOCA DE YUMA,Cirugia,Cirugias Ortopedicas,19,2,46467.0
BOCA DE YUMA,Desconocido,Desconocido,4,1,2560.0
BOCA DE YUMA,Emergencia,Emergencia,52,40,13710.0
BOCA DE YUMA,Hemoterapia,Sangre Total,2,2,140.0
BOCA DE YUMA,Hospitalizacion,Hospitalizacion general y especialidades basicas,94,9,52005.86
BOCA DE YUMA,Partos,Atencion de partos normal,11,2,9749.11
BOCA DE YUMA,Partos,Atencion de partos por Cesarea,8,1,6766.37
BOCA DE YUMA,Rehabilitacion,Terapias Rehabilitacion,27,4,15840.0
BOHECHIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,40,32,54087.0
BOHECHIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,204,174,117575.84999999999
BOHECHIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3004,453,322287.0
BOHECHIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,124,88,155226.0
BOHECHIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,150,127,55140.0
BOHECHIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),9,8,30500.0
BOHECHIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),68,50,118801.0
BOHECHIO,Atencion Ambulatoria,Consulta medica nivel 2,792,614,174526.0
BOHECHIO,Atencion Ambulatoria,Consulta medica nivel 3,41,34,12608.0
BOHECHIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,4,1,145100.0
BOHECHIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,42,6,49942.0
BOHECHIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,9,2,44200.0
BOHECHIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Espondiolistesis Total,2,1,47800.0
BOHECHIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),2,2,2923.0
BOHECHIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,61.0
BOHECHIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,413,20,746980.0
BOHECHIO,Cirugia,Cirugia General,23,9,86575.0
BOHECHIO,Cirugia,Cirugias Dermatologicas,1,1,4250.0
BOHECHIO,Cirugia,Cirugias Gastricas,1,1,2510.0
BOHECHIO,Cirugia,Cirugias Ginecologicas,11,7,13993.550000000001
BOHECHIO,Cirugia,Cirugias Menores,1,1,489.47
BOHECHIO,Cirugia,Cirugias Oftalmologicas,11,3,7195.72
BOHECHIO,Cirugia,Cirugias Ortopedicas,15,6,84431.13
BOHECHIO,Cirugia,Cirugias Otorrinolaringologicas,1,1,9657.9
BOHECHIO,Cirugia,Cirugias Pediatricas,2,1,401.6
BOHECHIO,Cirugia,Cirugias Urologicas,1,1,4500.0
BOHECHIO,Desconocido,Desconocido,90,19,57504.28
BOHECHIO,Emergencia,Emergencia,539,328,132097.0
BOHECHIO,Hemoterapia,Sangre Total,17,17,1190.0
BOHECHIO,Hospitalizacion,Hospitalizacion general y especialidades basicas,503,51,295758.69
BOHECHIO,Partos,Atencion de partos normal,48,7,33894.48
BOHECHIO,Partos,Atencion de partos por Cesarea,32,7,40707.770000000004
BOHECHIO,Rehabilitacion,Aparatos y Protesis,1,1,150.0
BOHECHIO,Rehabilitacion,Terapias Rehabilitacion,29,6,10950.0
BONAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,264,225,183384.8
BONAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,871,797,267311.9
BONAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,23238,3506,1919419.79
BONAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,695,653,398812.0
BONAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1922,1532,577800.78
BONAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),151,123,564053.3200000001
BONAO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),512,328,810634.0
BONAO,Atencion Ambulatoria,Consulta medica nivel 2,7886,5488,1731780.0
BONAO,Atencion Ambulatoria,Consulta medica nivel 3,130,116,38078.0
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,14,2,409240.74
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,33,5,19671.760000000002
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,283,22,250221.0
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,6,6,348125.70999999996
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Espondiolistesis Total,13,1,130082.4
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,1,1,1770.0
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1899,67,2566651.96
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,3,3,87965.0
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Hombro,1,1,162.0
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,2,2,260074.28
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,2,1,105320.0
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),17,13,13480.0
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),10,2,11207.47
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,3596,159,6317254.220000001
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,56,3,40352.92
BONAO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,50,2,1607195.43
BONAO,Cirugia,Cirugia General,277,127,972446.6
BONAO,Cirugia,Cirugias Cardiovasculares,1,1,7428.95
BONAO,Cirugia,Cirugias Dermatologicas,21,16,21597.57
BONAO,Cirugia,Cirugias Endocrinologicas,1,1,3419.45
BONAO,Cirugia,Cirugias Gastricas,3,2,65918.0
BONAO,Cirugia,Cirugias Ginecologicas,107,65,190212.52000000002
BONAO,Cirugia,Cirugias Menores,99,41,64536.88
BONAO,Cirugia,Cirugias Oftalmologicas,322,80,965811.4
BONAO,Cirugia,Cirugias Ortopedicas,194,57,513077.77
